titre,realisateur,nombre_de_film,Ville,titre_realisateur
UN AN,BOULANGER LAURENT,1,Marseille,UN AN_BOULANGER LAURENT
OCEAN'S 12,SODERBERGH STEVEN,1,Marseille,OCEAN'S 12_SODERBERGH STEVEN
L'ANNULAIRE,BERTRAND DIANE,1,Marseille,L'ANNULAIRE_BERTRAND DIANE
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Marseille,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Marseille,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Marseille,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES POUPEES RUSSES,KLAPISCH CEDRIC,1,Marseille,LES POUPEES RUSSES_KLAPISCH CEDRIC
LES ENFANTS,CHRISTIAN VINCENT,1,Marseille,LES ENFANTS_CHRISTIAN VINCENT
LES ENFANTS,CHRISTIAN VINCENT,1,Marseille,LES ENFANTS_CHRISTIAN VINCENT
MON SEJOUR EN FRANCE,ZHAI JUNJIC,1,Marseille,MON SEJOUR EN FRANCE_ZHAI JUNJIC
DANS TES REVES,DENIS THYBAUD,1,Marseille,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Marseille,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Marseille,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Marseille,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Marseille,DANS TES REVES_DENIS THYBAUD
DANS TES REVES,DENIS THYBAUD,1,Marseille,DANS TES REVES_DENIS THYBAUD
CODE 68,ROGER JEAN-HENRI,1,Marseille,CODE 68_ROGER JEAN-HENRI
LE TEMPS QUI RESTE,FRANCOIS OZON,1,Marseille,LE TEMPS QUI RESTE_FRANCOIS OZON
BANLIEUE 13,MOREL PIERRE,1,Marseille,BANLIEUE 13_MOREL PIERRE
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Marseille,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Marseille,UN PRINTEMPS A PARIS_BRAL JACQUES
UN PRINTEMPS A PARIS,BRAL JACQUES,1,Lorient,UN PRINTEMPS A PARIS_BRAL JACQUES
LA PANTHERE ROSE,LEVY SHAWN,1,Lorient,LA PANTHERE ROSE_LEVY SHAWN
LA PANTHERE ROSE,LEVY SHAWN,1,Lorient,LA PANTHERE ROSE_LEVY SHAWN
LA PANTHERE ROSE,LEVY SHAWN,1,Lorient,LA PANTHERE ROSE_LEVY SHAWN
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC,LUC BESSON,1,Lorient,LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC_LUC BESSON
INCEPTION / OLIVER'S ARROW,CHRIS NOLAN,1,Lorient,INCEPTION / OLIVER'S ARROW_CHRIS NOLAN
CONTRE TOI/SOUS TON EMPRISE,LOLA DOILLON,1,Lorient,CONTRE TOI/SOUS TON EMPRISE_LOLA DOILLON
CONTRE TOI/SOUS TON EMPRISE,LOLA DOILLON,1,Lorient,CONTRE TOI/SOUS TON EMPRISE_LOLA DOILLON
CONTRE TOI/SOUS TON EMPRISE,LOLA DOILLON,1,Lorient,CONTRE TOI/SOUS TON EMPRISE_LOLA DOILLON
LA GRANDE VILLA,LATIF LAHLOU,1,Lorient,LA GRANDE VILLA_LATIF LAHLOU
NODAME CANTABILE 2,HIDEKI TAKEUCHI,1,Lorient,NODAME CANTABILE 2_HIDEKI TAKEUCHI
NODAME CANTABILE 2,HIDEKI TAKEUCHI,1,Lorient,NODAME CANTABILE 2_HIDEKI TAKEUCHI
NODAME CANTABILE 2,HIDEKI TAKEUCHI,1,Lorient,NODAME CANTABILE 2_HIDEKI TAKEUCHI
COMME LES 5 DOIGTS DE LA MAIN,ALEXANDRE ARCADY,1,Lorient,COMME LES 5 DOIGTS DE LA MAIN_ALEXANDRE ARCADY
GIGOLA,LAURE CHARPENTIER,1,Lorient,GIGOLA_LAURE CHARPENTIER
ASAL,K.V. SARAVANAN,1,Lorient,ASAL_K.V. SARAVANAN
AUX ARMES/TOI MOI ET LES AUTRES,AUDREY ESTROUGO,1,Lorient,AUX ARMES/TOI MOI ET LES AUTRES_AUDREY ESTROUGO
AUX ARMES/TOI MOI ET LES AUTRES,AUDREY ESTROUGO,1,Lorient,AUX ARMES/TOI MOI ET LES AUTRES_AUDREY ESTROUGO
AUX ARMES/TOI MOI ET LES AUTRES,AUDREY ESTROUGO,1,Lorient,AUX ARMES/TOI MOI ET LES AUTRES_AUDREY ESTROUGO
AUX ARMES/TOI MOI ET LES AUTRES,AUDREY ESTROUGO,1,Lorient,AUX ARMES/TOI MOI ET LES AUTRES_AUDREY ESTROUGO
AUX ARMES/TOI MOI ET LES AUTRES,AUDREY ESTROUGO,1,Lorient,AUX ARMES/TOI MOI ET LES AUTRES_AUDREY ESTROUGO
PERSECUTION,PATRICE CHEREAU,1,Lorient,PERSECUTION_PATRICE CHEREAU
TRANSFORMERS 2,MICHAEL BAY,1,Lorient,TRANSFORMERS 2_MICHAEL BAY
BAMBOU,DIDIER BOURDON,1,Lorient,BAMBOU_DIDIER BOURDON
UNE SEMAINE SUR DEUX,IVAN CALBERAC,1,Lorient,UNE SEMAINE SUR DEUX_IVAN CALBERAC
VISAGES,TSAI MING LIANG,1,Lorient,VISAGES_TSAI MING LIANG
FAIS MOI PLAISIR,EMMANUEL MOURET,1,Lorient,FAIS MOI PLAISIR_EMMANUEL MOURET
LA RAFLE,ROSELYNE BOSCH,1,Lorient,LA RAFLE_ROSELYNE BOSCH
LA RAFLE,ROSELYNE BOSCH,1,Lorient,LA RAFLE_ROSELYNE BOSCH
LA VIE EN ROUGE,ANDRES LINARES,1,Lorient,LA VIE EN ROUGE_ANDRES LINARES
LA VIE EN ROUGE,ANDRES LINARES,1,Lorient,LA VIE EN ROUGE_ANDRES LINARES
LA VIE EN ROUGE,ANDRES LINARES,1,Lorient,LA VIE EN ROUGE_ANDRES LINARES
L'INFILTRE,D. OTHENIN-GIRARD,1,Lorient,L'INFILTRE_D. OTHENIN-GIRARD
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
AGATHE CLERY,ETIENNE CHATILIEZ,1,Lorient,AGATHE CLERY_ETIENNE CHATILIEZ
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Lorient,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Lorient,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Lorient,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
LA FRONTIERE DE L'AUBE,PHILIPPE GARREL,1,Lorient,LA FRONTIERE DE L'AUBE_PHILIPPE GARREL
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
SEULS TWO,ERIC ET RAMZY,1,Lorient,SEULS TWO_ERIC ET RAMZY
LA TROISIEME PARTIE DU MONDE,ERIC FORESTIER,1,Lorient,LA TROISIEME PARTIE DU MONDE_ERIC FORESTIER
LA TROISIEME PARTIE DU MONDE,ERIC FORESTIER,1,Lorient,LA TROISIEME PARTIE DU MONDE_ERIC FORESTIER
ICHH,PRABHUDEVA SUNDARAM,1,Lorient,ICHH_PRABHUDEVA SUNDARAM
HALLAL POLICE D'ETAT,RACHID DHIBOU,1,Lorient,HALLAL POLICE D'ETAT_RACHID DHIBOU
HALLAL POLICE D'ETAT,RACHID DHIBOU,1,Lorient,HALLAL POLICE D'ETAT_RACHID DHIBOU
HALLAL POLICE D'ETAT,RACHID DHIBOU,1,Lorient,HALLAL POLICE D'ETAT_RACHID DHIBOU
HALLAL POLICE D'ETAT,RACHID DHIBOU,1,Lorient,HALLAL POLICE D'ETAT_RACHID DHIBOU
MAN MADAN AMBU,M.RAVIKUMAR,1,Lorient,MAN MADAN AMBU_M.RAVIKUMAR
MONTE CARLO STORY,THOMAS BEZUCHA,1,Lorient,MONTE CARLO STORY_THOMAS BEZUCHA
MONTE CARLO STORY,THOMAS BEZUCHA,1,Lorient,MONTE CARLO STORY_THOMAS BEZUCHA
MONTE CARLO STORY,THOMAS BEZUCHA,1,Lorient,MONTE CARLO STORY_THOMAS BEZUCHA
DEMAIN- A L'AUBE,GAEL CABOUAT,1,Lorient,DEMAIN- A L'AUBE_GAEL CABOUAT
LES MAINS LIBRES,BRIGITTE SY,1,Lorient,LES MAINS LIBRES_BRIGITTE SY
RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH,DE DARUVAR/THOMAS,1,Lorient,RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH_DE DARUVAR/THOMAS
RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH,DE DARUVAR/THOMAS,1,Lorient,RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH_DE DARUVAR/THOMAS
TUTTO L'AMORE DEL MUNDO,RICCARDO GRANDI,1,Lorient,TUTTO L'AMORE DEL MUNDO_RICCARDO GRANDI
THE WOMAN WHO DREAMT OF A MAN,PER FLY,1,Lorient,THE WOMAN WHO DREAMT OF A MAN_PER FLY
L'AMOUR C'EST MIEUX A DEUX,D.FARRUGIA/A.LEFORT,1,Lorient,L'AMOUR C'EST MIEUX A DEUX_D.FARRUGIA/A.LEFORT
L'AMOUR C'EST MIEUX A DEUX,D.FARRUGIA/A.LEFORT,1,Lorient,L'AMOUR C'EST MIEUX A DEUX_D.FARRUGIA/A.LEFORT
L'AMOUR C'EST MIEUX A DEUX,D.FARRUGIA/A.LEFORT,1,Lorient,L'AMOUR C'EST MIEUX A DEUX_D.FARRUGIA/A.LEFORT
TOUT CE QUI BRILLE,G.NAKACHE/H.MIMRAN,1,Lorient,TOUT CE QUI BRILLE_G.NAKACHE/H.MIMRAN
TOUT CE QUI BRILLE,G.NAKACHE/H.MIMRAN,1,Lorient,TOUT CE QUI BRILLE_G.NAKACHE/H.MIMRAN
ENSEMBLE- NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR,PASCAL THOMAS,1,Lorient,ENSEMBLE- NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR_PASCAL THOMAS
ENSEMBLE- NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR,PASCAL THOMAS,1,Lorient,ENSEMBLE- NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR_PASCAL THOMAS
ENSEMBLE- NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR,PASCAL THOMAS,1,Lorient,ENSEMBLE- NOUS ALLONS VIVRE UNE TRES GRANDE HISTOIRE D'AMOUR_PASCAL THOMAS
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
NODAME CANTABILE 1,HIDEKI TADEUCHI,1,Lorient,NODAME CANTABILE 1_HIDEKI TADEUCHI
HAPPY FEW,ANTONY CORDIER,1,Lorient,HAPPY FEW_ANTONY CORDIER
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC,LUC BESSON,1,Lorient,LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC_LUC BESSON
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC,LUC BESSON,1,Lorient,LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC_LUC BESSON
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC,LUC BESSON,1,Lorient,LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC_LUC BESSON
LES PETITS MOUCHOIRS,GUILLAUME CANET,1,Lorient,LES PETITS MOUCHOIRS_GUILLAUME CANET
ASAL,K.V. SARAVANAN,1,Lorient,ASAL_K.V. SARAVANAN
ASAL,K.V. SARAVANAN,1,Lorient,ASAL_K.V. SARAVANAN
CA COMMENCE PAR LA FIN,MICHAEL COHEN,1,Lorient,CA COMMENCE PAR LA FIN_MICHAEL COHEN
INCEPTION / OLIVER'S ARROW,CHRIS NOLAN,1,Lorient,INCEPTION / OLIVER'S ARROW_CHRIS NOLAN
INCEPTION / OLIVER'S ARROW,CHRIS NOLAN,1,Lorient,INCEPTION / OLIVER'S ARROW_CHRIS NOLAN
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,1,Lorient,DEMAIN ON DEMENAGE_CHANTAL AKERMAN
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,1,Lorient,DEMAIN ON DEMENAGE_CHANTAL AKERMAN
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,1,Lorient,DEMAIN ON DEMENAGE_CHANTAL AKERMAN
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,1,Lorient,DEMAIN ON DEMENAGE_CHANTAL AKERMAN
DEMAIN ON DEMENAGE,CHANTAL AKERMAN,1,Lorient,DEMAIN ON DEMENAGE_CHANTAL AKERMAN
UN AMOUR PARISIEN,EQUIPE RUSSE,1,Lorient,UN AMOUR PARISIEN_EQUIPE RUSSE
UN AMOUR PARISIEN,EQUIPE RUSSE,1,Lorient,UN AMOUR PARISIEN_EQUIPE RUSSE
CONFIDENCES TROP INTIMES,PATRICE LECONTE,1,Lorient,CONFIDENCES TROP INTIMES_PATRICE LECONTE
COMME UNE IMAGE,AGNES JAOUI,1,Lorient,COMME UNE IMAGE_AGNES JAOUI
COMME UNE IMAGE,AGNES JAOUI,1,Lorient,COMME UNE IMAGE_AGNES JAOUI
COMME UNE IMAGE,AGNES JAOUI,1,Lorient,COMME UNE IMAGE_AGNES JAOUI
COMME UNE IMAGE,AGNES JAOUI,1,Lorient,COMME UNE IMAGE_AGNES JAOUI
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES,JOHN DUIGAN,1,Lorient,HEAD IN THE CLOUDS/NOUS ETIONS LIBRES_JOHN DUIGAN
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES,JOHN DUIGAN,1,Lorient,HEAD IN THE CLOUDS/NOUS ETIONS LIBRES_JOHN DUIGAN
HEAD IN THE CLOUDS/NOUS ETIONS LIBRES,JOHN DUIGAN,1,Lorient,HEAD IN THE CLOUDS/NOUS ETIONS LIBRES_JOHN DUIGAN
POIDS LEGER,JEAN PIERRE AMERIS,1,Lorient,POIDS LEGER_JEAN PIERRE AMERIS
POIDS LEGER,JEAN PIERRE AMERIS,1,Lorient,POIDS LEGER_JEAN PIERRE AMERIS
POIDS LEGER,JEAN PIERRE AMERIS,1,Lorient,POIDS LEGER_JEAN PIERRE AMERIS
POIDS LEGER,JEAN PIERRE AMERIS,1,Lorient,POIDS LEGER_JEAN PIERRE AMERIS
TITA ET ADIT,NASRI CHEPPY,1,Lorient,TITA ET ADIT_NASRI CHEPPY
TITA ET ADIT,NASRI CHEPPY,1,Lorient,TITA ET ADIT_NASRI CHEPPY
SAN ANTONIO,FREDERIC AUBERTUN,1,Lorient,SAN ANTONIO_FREDERIC AUBERTUN
SAN ANTONIO,FREDERIC AUBERTUN,1,Lorient,SAN ANTONIO_FREDERIC AUBERTUN
SAN ANTONIO,FREDERIC AUBERTUN,1,Lorient,SAN ANTONIO_FREDERIC AUBERTUN
SAN ANTONIO,FREDERIC AUBERTUN,1,Lorient,SAN ANTONIO_FREDERIC AUBERTUN
ONE DOLLAR CURRY,VIJAY SINGH,1,Lorient,ONE DOLLAR CURRY_VIJAY SINGH
DOO WOP,DAVID LANZMAN,1,Lorient,DOO WOP_DAVID LANZMAN
DOO WOP,DAVID LANZMAN,1,Lorient,DOO WOP_DAVID LANZMAN
DOO WOP,DAVID LANZMAN,1,Lorient,DOO WOP_DAVID LANZMAN
DOO WOP,DAVID LANZMAN,1,Lorient,DOO WOP_DAVID LANZMAN
DOO WOP,DAVID LANZMAN,1,Lorient,DOO WOP_DAVID LANZMAN
DOO WOP,DAVID LANZMAN,1,Lorient,DOO WOP_DAVID LANZMAN
MARIAGE MIXTE,ALEXANDRE ARCADY,1,Lorient,MARIAGE MIXTE_ALEXANDRE ARCADY
MARIAGE MIXTE,ALEXANDRE ARCADY,1,Lorient,MARIAGE MIXTE_ALEXANDRE ARCADY
ARSENE LUPIN,JEAN PAUL SALOME,1,Lorient,ARSENE LUPIN_JEAN PAUL SALOME
ARSENE LUPIN,JEAN PAUL SALOME,1,Lorient,ARSENE LUPIN_JEAN PAUL SALOME
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
LA CONFIANCE REGNE,ETIENNE CHATILIEZ,1,Lorient,LA CONFIANCE REGNE_ETIENNE CHATILIEZ
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lorient,UN AUTRE QUE MOI_LAURENT TIRARD
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lorient,UN AUTRE QUE MOI_LAURENT TIRARD
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lorient,UN AUTRE QUE MOI_LAURENT TIRARD
UN AUTRE QUE MOI,LAURENT TIRARD,1,Lorient,UN AUTRE QUE MOI_LAURENT TIRARD
QUI PERD GAGNE,LAURENT BENEGUI,1,Lorient,QUI PERD GAGNE_LAURENT BENEGUI
QUI PERD GAGNE,LAURENT BENEGUI,1,Lorient,QUI PERD GAGNE_LAURENT BENEGUI
LES 11 COMMANDEMENTS,FRANCOIS DESAGNAT,1,Lorient,LES 11 COMMANDEMENTS_FRANCOIS DESAGNAT
LE SYNDROME DE PETER PAN,A. VIARD,1,Lorient,LE SYNDROME DE PETER PAN_A. VIARD
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
BEFORE SUNSET,RICHARD LINKLATER,1,Lorient,BEFORE SUNSET_RICHARD LINKLATER
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lorient,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lorient,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lorient,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lorient,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lorient,RUE DES SANS PAPIERS_ALAIN CARVILLE
RUE DES SANS PAPIERS,ALAIN CARVILLE,1,Lorient,RUE DES SANS PAPIERS_ALAIN CARVILLE
NARCO,TRISTAN ET GILLES,1,Lorient,NARCO_TRISTAN ET GILLES
AU SECOURS- J'AI TRENTE ANS,MARIE-ANNE CHAZEL,1,Lorient,AU SECOURS- J'AI TRENTE ANS_MARIE-ANNE CHAZEL
CASABLANCA DRIVER,MAURICE BARTHELEMY,1,Lorient,CASABLANCA DRIVER_MAURICE BARTHELEMY
JE SUIS UN ASSASSIN,THOMAS VINCENT,1,Lorient,JE SUIS UN ASSASSIN_THOMAS VINCENT
JE SUIS UN ASSASSIN,THOMAS VINCENT,1,Lorient,JE SUIS UN ASSASSIN_THOMAS VINCENT
TOURISTES ? OH YES,JEAN PIERRE MOCKY,1,Lorient,TOURISTES ? OH YES_JEAN PIERRE MOCKY
ORDO,LAURENCE FERREIRA BA,1,Lorient,ORDO_LAURENCE FERREIRA BA
ORDO,LAURENCE FERREIRA BA,1,Lorient,ORDO_LAURENCE FERREIRA BA
HOUSE OF D.,DAVID DUCHOVNY,1,Lorient,HOUSE OF D._DAVID DUCHOVNY
BEUR ET MARGARINE,MAHMOUD ZEMMOURI,1,Lorient,BEUR ET MARGARINE_MAHMOUD ZEMMOURI
BEUR ET MARGARINE,MAHMOUD ZEMMOURI,1,Lorient,BEUR ET MARGARINE_MAHMOUD ZEMMOURI
A TOUT DE SUITE,BENOIT JACQUOT,1,Lorient,A TOUT DE SUITE_BENOIT JACQUOT
PEOPLE - JET SET 2,FABIEN ONTENIENTE,1,Lorient,PEOPLE - JET SET 2_FABIEN ONTENIENTE
NO WAY,OWELL ALBERT BROWN,1,Lorient,NO WAY_OWELL ALBERT BROWN
TROIS PETITES FILLES,JEAN LOUP HUBERT,1,Lorient,TROIS PETITES FILLES_JEAN LOUP HUBERT
ETAT AMOUREUX,SAAD HENDAWY,1,Lorient,ETAT AMOUREUX_SAAD HENDAWY
LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE),CLAUDE LELOUCH,1,Lorient,LE COURAGE D'AIMER (LE BONHEUR C'EST MIEUX QUE LA VIE)_CLAUDE LELOUCH
PEDALE DURE,GABRIEL AGHION,1,Lorient,PEDALE DURE_GABRIEL AGHION
TU VAS RIRE MAIS JE TE QUITTE,HAREL PHILIPPE,1,Lorient,TU VAS RIRE MAIS JE TE QUITTE_HAREL PHILIPPE
VAHE/ LES MAUVAIS jOUEURS,BALEKDJIAN FREDERIC,1,Lorient,VAHE/ LES MAUVAIS jOUEURS_BALEKDJIAN FREDERIC
VAHE/ LES MAUVAIS jOUEURS,BALEKDJIAN FREDERIC,1,Lorient,VAHE/ LES MAUVAIS jOUEURS_BALEKDJIAN FREDERIC
ENFERMES DEHORS,ALBERT DUPONTEL,1,Lorient,ENFERMES DEHORS_ALBERT DUPONTEL
ENFERMES DEHORS,ALBERT DUPONTEL,1,Lorient,ENFERMES DEHORS_ALBERT DUPONTEL
ENNEMIS PUBLICS,KADER AYD,1,Lorient,ENNEMIS PUBLICS_KADER AYD
BACKSTAGE,EMMANUELLE BERCOT,1,Lorient,BACKSTAGE_EMMANUELLE BERCOT
BACKSTAGE,EMMANUELLE BERCOT,1,Lorient,BACKSTAGE_EMMANUELLE BERCOT
BACKSTAGE,EMMANUELLE BERCOT,1,Lorient,BACKSTAGE_EMMANUELLE BERCOT
GRABUGES,JEAN PIERRE MOCKY,1,Lorient,GRABUGES_JEAN PIERRE MOCKY
GRABUGES,JEAN PIERRE MOCKY,1,Lorient,GRABUGES_JEAN PIERRE MOCKY
SCIENCE OF SLEEP,MICHEL GONDRY,1,Lorient,SCIENCE OF SLEEP_MICHEL GONDRY
SCIENCE OF SLEEP,MICHEL GONDRY,1,Lorient,SCIENCE OF SLEEP_MICHEL GONDRY
SCIENCE OF SLEEP,MICHEL GONDRY,1,Lorient,SCIENCE OF SLEEP_MICHEL GONDRY
J'AI VU TUER BEN BARKA,SERGE LE PERON,1,Lorient,J'AI VU TUER BEN BARKA_SERGE LE PERON
J'AI VU TUER BEN BARKA,SERGE LE PERON,1,Lorient,J'AI VU TUER BEN BARKA_SERGE LE PERON
MON FILS A MOI/JE T'AIME TANT,MARTIAL FOUGERON,1,Lorient,MON FILS A MOI/JE T'AIME TANT_MARTIAL FOUGERON
LOL,LISA AZUELOS,1,Lorient,LOL_LISA AZUELOS
LOL,LISA AZUELOS,1,Lorient,LOL_LISA AZUELOS
LOL,LISA AZUELOS,1,Lorient,LOL_LISA AZUELOS
LOL,LISA AZUELOS,1,Lorient,LOL_LISA AZUELOS
LOL,LISA AZUELOS,1,Lorient,LOL_LISA AZUELOS
LOL,LISA AZUELOS,1,Lorient,LOL_LISA AZUELOS
ET SI...,OLEG OSSIPOV,1,Lorient,ET SI..._OLEG OSSIPOV
ET SI...,OLEG OSSIPOV,1,Lorient,ET SI..._OLEG OSSIPOV
TON PROCHAIN,ANNE RIITTA CICCONE,1,Lorient,TON PROCHAIN_ANNE RIITTA CICCONE
LES HERBES FOLLES,ALAIN RESNAIS,1,Lorient,LES HERBES FOLLES_ALAIN RESNAIS
LES HERBES FOLLES,ALAIN RESNAIS,1,Lorient,LES HERBES FOLLES_ALAIN RESNAIS
FAREWELL,CHRISTIAN CARION,1,Lorient,FAREWELL_CHRISTIAN CARION
COMMIS D'OFFICE,HANNELORE CAYRE,1,Lorient,COMMIS D'OFFICE_HANNELORE CAYRE
COMMIS D'OFFICE,HANNELORE CAYRE,1,Lorient,COMMIS D'OFFICE_HANNELORE CAYRE
